,decision_id,decision_description,contract_id,contract_description
1686,D.563/2013.,informatikai eszközök beszerzése,41439,könyvek beszerzése
1687,D.563/2014.,a szegedi tudományegyetem tiop-2.2.7-07/2f/2-2009-0008 kódszámú pályázatának keretében kiegészítő független mérnöki szolgáltatás megrendelése,576371,"1. részajánlati kör: szállítási szerződés a szegedi tudományegyetem tiop-2.2.7-07/2f/2-2009-0008 kódszámú pályázatának keretében a szent-györgyi albert klinikai központ részére központi sterilizáló eszközei és műszerkövető rendszer leszállítása, üzembe helyezése és kapcsolódó szolgáltatások teljesítése tárgyban."
1688,D.564/2009.,"petz aladár megyei oktatókórház telephelyén hőszolgáltatási szerződés keretében hőenergia termelő, elosztó és fogadó berendezések hosszútávú üzemeltetése és karbantartása",453633,ct berendezés karbantartása
1689,D.564/2012.,"keretszerződés víziközmű-hálózati karbantartási anyagok beszerzésére, online megrendelési felület használatával",467165,a drv zrt. duna dráva üzemeltetési és fenntartási üzemvezetőségének üzemeltetésében lévő védterületek karbantartása
1690,D.564/2013.,"vegyszerek beszerzése vízmű társaságok részére, 1. rész",582313,dmrv dunamenti regionális vízművek zrt. üzemanyag beszerzése 2013.10.01-2014.09.30-ig.
1691,D.564/2014.,acél szádlemezek beszerzése a győr-gönyű országos közforgalmú kikötő infrastrukturális továbbfejlesztéséhez szállítási szerződés keretében ,558955,adásvételi szerződés az országos közfoglalkoztatási pályázat keretében foglalkoztatottak számára különböző kéziszerszámok és munkaeszközök beszerzésére
1692,D.565/2009.,"rákóczifalva központjának kialakítása településfejlesztési akciók megvalósításával, éaop-2007-5-1-1/e.",448277,a valkói általános iskola részleges felújítása
1693,D.565/2011.,nav egyes budapesti és budapest környéki ingatlanjainak műszaki üzemeltetés,10610,fűtési rendszerek és használati melegvíz előállító rendszerek üzemeltetése
1694,D.565/2012.,kertvárosi akcióterület térfigyelő kamera-rendszerének kiépítése,466947,"győr, kertvárosi közoktatási főigazgatóság takarítási feladatainak ellátása"
1696,D.566/2012.,szállítási keretszerződés  hév fogaskerekek szállítására,445896,híradástechnikai alkatrészek szállítása
1697,D.566/2013.,"balatonalmádi, wesselényi strand iker strandbüfé kivitelezésével kapcsolatos pótmunkák ",571588,wesselényi strand büféépületek építése
1698,D.567/2011.,a szatmár-beregi kórház és gyógyfürdő sürgősségi osztályának komplex fejlesztése című pályázathoz kapcsolódó  építési kkivitelezői feladatok ellátása,7768,beruházásbonyolító és szakági műszaki ellenőri feladatok ellátása
1699,D.567/2013.,"kecskemét megyei jogú város közigazgatási területén üzemelő közvilágítási hálózat, valamint a tér- és díszkivilágítási berendezések üzemeltetése karbantartása",568558,biogáz vezeték üzemeltetése és karbantartása
1701,D.568/2014.,nyílászárók cseréje,579831,"biztonságtechnikai rendszerek cseréje-tenderterv elkészítése,(kbe/34/2014)"
1702,D.569/2009.,"hosszú távú helyi, agglomerációs és regionális szintű közösségi közlekedésfejlesztés pécsett és vonzáskörzetében című projekthez kapcsolódó szakmai szolgáltatások",453163,"vállalkozási szerződés szolgáltató önkormányzat fejlesztése szolnokon című, árop-1.a.2/b jelű pályázat megvalósítására."
1703,D.569/2010.,vállalkozási szerződés - hallgatói és oktatói központ bővítési és átalakítási munkák építési beruházás kivitelezésére,32947,vállalkozási szerződés a kecskeméti főiskola gamf kar kollégium épület átalakítása laborrá és a kertészeti főiskolai kar szaktantermek kialakítása építési beruházás kivitelezésére.
1704,D.569/2011.,nyugati kiskörút hatvan u. - arany j. u. közötti szakaszának megépítése,5151,"győr, sport u. 7.és 11. szám alatti épületek felújítása és átalakítása"
1705,D.569/2013.,"közös, integrált, valós idejű hidrológiai előrejelző rendszer kialakítása az ipoly vízgyűjtőjére című, husk 1101/2.1.1/0012 jelű pályázat hidroinformatikai fejlesztéssel kapcsolatos feladatainak megvalósítása - szolgáltatás megrendelés",567142,"szállítási szerződés védőruházat, egyéni védőeszköz beszerzése a 2013. évi országos közfoglalkoztatási programhoz"
1706,D.57/2010.,redundáns központi adattároló és mentőeszköz rendszer kialakítása az mnb részére,446564,jégakkumulátoros rendszer telepítése az mnb-ben
1707,D.57/2011.,"egyösszegű (átalányáras) vállalkozási szerződés szennyvízcsatorna hálózat létesítésére és szennyvízcsatorna rekonstrukciójára, kiviteli terv készítésére a fidic piros könyv szerint csenger városban",23384,vállalkozási szerződés és kiviteli terv készítése szennyvíztisztító telep építésére fidic sárga könyv szerint csenger városban.
1708,D.57/2012.,"em-471 egészségügyi mosodai, bértextília szolgáltatás és textiljavítás a debreceni egyetem orvos- és egészségtudományi centrum mosodájának üzemeltetésével",15258,tájékoztató az eljárás eredményéről (debreceni egyetem hallgatói klub és tanulmányi központ tervezési munkái)
1709,D.570/2011.,vállalkozási szerződés keretében békéscsaba szennyvíztisztító-telep fejlesztése,2038,békéscsaba kisrét szennyvíztisztító-telep (hrsz.: 0574) garázs kivitelezési munkáinak elvégzése
1710,D.570/2012.,egybeszámítási kötelezettség megsértése,467594,békésszentandrás rmt és cba elkészítés
1711,D.570/2014.,szegvár nagyközség szennyvíztisztító telepének fidic piros könyv szerinti generálkivitelezői feladatok ellátása,570999,"vállalkozási szerződés, amelynek tárgya a kál 1073/1 hrsz. alatt nyilvántartott százszorszép napköziotthonos óvoda felújítása"
1713,D.571/2013.,vállalkozási szerződés a 2014-es európai parlamenti választások tájékoztató kampányával összefüggő médiavásárlás tárgyában,574860,vállalkozási és felhasználási szerződés
1714,D.571/2014.,"degf-116/2014. számú ""takarítási szolgáltatás végzése a debreceni egyetem kezelésében lévő egyes épületekben""",568537,degf-133/2014. sz. eljárás: a debreceni egyetem főépületében díszudvar fölötti üvegtető felújítási munkái.
1715,D.572/2009.,"bme k épület tetőszerkezetének felújítása, k2 ütem – kiegészítő építési munkák",451820,"bme vásárhelyi pál kollégiumépület b épületszárny, 10. számú szobasor felújítási munkái - kiegészítő építési munkák"
1716,D.572/2012.,digitális röntgen átvilágító berendezés és lélegeztető készülék beszerzése,443661,hplc rendszer beszerzése.
1717,D.572/2013.,"vegyszerek beszerzése vízmű társaságok részére 1., 2.rész",582313,dmrv dunamenti regionális vízművek zrt. üzemanyag beszerzése 2013.10.01-2014.09.30-ig.
1718,D.573/2013.,szent borbála kórház energetikai korszerűsítéséhez kapcsolódó pótmunkák elvégzése,579759,varrófonal beszerzése a szent borbála kórház részére szállítási szerződés keretében.
1719,D.573/2014.,számítástechnikai és ügyviteli eszközök beszerzése (3dhistech kft.) 2012. évben - kbt. mellőzése,583116,intraoperatív monitor beszerzése - adás-vételi szerződés
1720,D.574/2012.,informatikai eszközök beszerzése - 2. rész,444099,felügyeleti eszközök beszerzése
1721,D.574/2014.,"építési beruházások, karbantartási, kisjavítási szolg. (alfa alumínium kft.) 2012. évben - kbt. mellőzése",600863,pte oktatási célú orvosi demonstrációs eszközök
1722,D.575/2009.,a polgármesteri hivatal szervezetfejlesztése – árop – 1.a.2.,447550,"„bólyi ipari park fejlesztése ii. ütem, azonosító szám: ddop-1.1.1_2.kör-2008-0018” tárgyú beruházáshoz kapcsolódó épülettervezési feladatok elvégzése"
1723,D.575/2012.,hajdúböszörmény iii. ütem és bodaszőlő ii. ütem szannyvízcsatornázása tárgyú projekt projektmenedzseri feladatainak teljeskörű ellátása,432822,"hajdúböszörmény, fürdőkerti játszótér kivitelezése"
1724,D.575/2014.,"egészségügyi szakmai anyagok beszerzése, javítási és karbantartási szolgáltatások (anamed kft.) 2012. évben - kbt. mellőzése ",602955,fénymásolók kihelyezése és teljes körű üzemeltetése - szolgáltatási szerződés
1725,D.576/2009.,dél-balaton és sió-völgye regionális szilárdhulladék-gazdálkodási rendszer projekt rekultivációs munka kiviteli tervezésének és építésének elvégzése,442399,"vállalkozási szerződés a kálmán imre kulturális központ könyvtára, bankfiók és üzletek, vegyes rendeltetésű épület megépítésére (ké-tájék)."
1726,D.576/2010.,"2 db digitális vezérlő, 1 db vezérlő központ, 2 db lcd monitor, 1 db kamerás végponti egység, 1 db forgatható kamera, 1 db wbslpr: szerver licence, analitikai eszköz, végponti egység, kamera, tábla tábla a kamera helyszínen",31053,"„gyalogtúra útvonalak kialakítása a turisztikai attrakciók elérése érdekében a történelmi magyarország közepén, szarvason” című, daop-2.1.1/e-2008-0013"
1727,D.576/2011.,budapesti 4-es számú metróvonal i. szakasz kapcsolódó felszíni beruházások megvalósítása-k2/d-baross tér felszíni rendezés megvalósítására,3008,budapesti 4-es számú metróvonal i. szakasz - kapcsolódó felszíni beruházások megvalósítása: k2d - baross tér felszíni rendezés
1728,D.576/2014.,"építési beruházások, karbantartási kisjavítási szolgáltatások  (andrics és társa bt.) 2012. évben - kbt. mellőzése ",574271,cisco eszközök támogatása és logisztikai szolgáltatás biztosítása - megbízási szerződés
1730,D.577/2010.,"rózsaszentmárton község szennyvízcsatorna hálózatának teljes kiépítése, biológiai szennyvíztisztító telep építése és a szükséges kiviteli tervek elkészítése",27414,"tájékoztató a ""rózsaszentmárton község szennyvízelvezetése és tisztítása programmal kapcsolatos,független mérnöki/műszaki felügyeleti feladatok ellátására"" tárgyában indított egyszerű eljárás eredményéről"
1731,D.577/2011.,kórház részére integrált biomassza alapú erőmű szállítása (első rész) és kapcsolódó hőszolgáltatási szerződés 2012. december 31-ig (második rész),10459,szállítási szerződés keretében informatikai háttértár és tartozékainak beszerzése. (eredmény tájék)
1732,D.577/2014.,"építési beruházások, karbantartási kisjavítási szolgáltatások  (anorid kft.) 2012. évben - kbt. mellőzése  ",577385,távhőszolgáltatás ellátása szolgáltatási keretszerződés keretében.
1733,D.578/2011.,"szállítási szerződés az ""egyenlő esélyt az ikt-ban is"" elnevezésű tiop-1.1.1/07/1.-2008-0168 számú projekthez kapcsolódó eszközök beszerzésére",2817,„egyösszegű szállítási szerződés az „intelligens iskola megalapozása ácson” című projekt kapcsán informatikai eszközök szállítására -tájékoztató az eljárás erdményéről-javítás
1734,D.578/2012.,szennyvíztisztító telep fejlesztéséhez kapcsolódó építési feladatok ellátása,466620,"tájékoztató a ""szennyvíztisztító telep fejlesztéséhez kapcsolódó építési feladatok ellátása"" tárgyú eljárás eredményéről"
1735,D.578/2014.,"dekoráció, kiállítási tárgy, reklám és propagandakiadások, szakkönyv, folyóirat, egyéb szolgáltatások beszerzése (as-m kft.) 2012. évben - kbt. mellőzése",555763,szolgáltatási szerződés
1736,D.579/2009.,perkáta nagyközség intézményei részére a támop-3.1.4/08/2. program keretében képzési és szaktanácsadói szolgáltatások beszerzése,451063,a vácszentlászlói agglomeráció szennyvízelvezetése és tisztítása műszaki tervezése eredményéről szóló tájékoztató.
1737,D.579/2010.,foglalkozás-egészségügyi és munkahigiénés szolgáltatás ellátása ajánlatkérő által foglalkoztatott munkavállalók javára,33983,veszettség elleni orális vakcinázás és kapcsolódó szolgáltatások
1738,D.579/2014.,"dekoráció, kiáll.tárgy, egészségügyi szakanyagok, kisértékű gépek, berendezések, munkaruha, védőruha beszerzése (barta kereskedelmi és szolgáltató bt.) 2012. évben - kbt. mellőzése",574271,cisco eszközök támogatása és logisztikai szolgáltatás biztosítása - megbízási szerződés
1739,D.58/2010.,"a móra ferenc u., a juhász u., az úttörő u., a béke u., domb u. és mező u. burkolatának felújítása mórahalmon",428721,"bük, termál körút ii. ütem burkolat felújítása"
1740,D.58/2011.,városközpont funkcióbővítő fejlesztése,23441,"fonyód, palotai magyar bálint általános iskola, óvoda és bölcsőde épületének infrastruktúrális fejlesztése"
1741,D.58/2012.,szalaszend község szennyvízelvezetésének és tisztításának kiépítése,44695,"sporttelep kiszolgáló épület fejlesztése, felújítása"
1742,D.580/2009,"18 db azonos típusú, legalább 70%%-ban alacsony padlós, normál nyomtávolságú légkondicionált közúti csuklós villamos, a működtetéshez szükséges karbarntartási eszközök tartalékeszközök szállítása debrecenben ",449367,"18 db azonos típusú, legalább 70 %-ban alacsony padlós, normál-nyomtávolságú, légkondicionált közúti csuklós villamos jármű, valamint karbantartási eszközök, tartalék alkatrészek debrecenbe történő szállítása és kapcsolódó szolgáltatások."
1743,D.580/2011.,pest megyei integrált településközpontok fejlesztése - gyál kistérségi szerepének erősítése a városközpont rehabilitációja által tárgyú projekt részeként kistérségi szolgáltató központ építése beruházás kivitelezése a kiviteli terveknek megfelelően,5345,gyál kistérségi szerepének erősítése a városközpont rehabilitációja által tárgyú projekt részeként kistérségi szolgáltató központ építési beruházáshoz kapcsolódó kiviteli tervek elkészítésére. - tájékoztató
1744,D.580/2012.,a futár projekt független mérnök munkái,461304,dbr4 fidic mérnök tájékoztató az eljárás eredményéről
1745,D.580/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, szolgáltatások, nagyértékű gépek, berendezések és felszerelések, szakanyagok, vegyszerek beszerzése (biocenter kft.) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1746,D.581/2009.,a magyar posta részére maximum 60 db n1 kategóriájú új gépjárművek szállítása,439004,n1 kategóriájú összkerékhajtású jármű szállítása
1747,D.581/2010.,"bérleti szerződés, a magyar televízió zrt. részére a 2010. évi úszó európa bajnokság 2 egyidőben zajló programjának közvetítéséhez szükséges műszaki eszközök bérlete, eszközök telepítése, üzemfelügyelete",28376,"a 2010. évi úszó- műugró, szinkronúszó és- nyíltvízi-úszó európa bajnokság időtartamára mobil lelátó és egyéb mobil berendezések helyszíni biztosítása, tájékoztató eljárás eredményéről"
1748,D.581/2011.,nyugati kiskörút hatvan u. - arany j. u. közötti szakaszának megépítése,5151,"győr, sport u. 7.és 11. szám alatti épületek felújítása és átalakítása"
1749,D.581/2012.,"vegyi/fizikai tulajdonságai miatt veszélyes hulladékok elszállítása és ártalmatlanítása, gyűjtéshez szükséges csereedények biztosítása, eseti csomagolás és veszélyes áru jelölések beszállítására ",466449,"tájékoztató az eljárás eredményéről a ""semmelweis egyetem gyakorló általános iskola és gimnázium részére fiú-leány vizesblokkok felújítása"" tárgyú közbeszerzési eljárásban"
1750,D.581/2014.,egészségügyi szakmai anyagok beszerzése (biomedica hungaria kft. cardio) 2012. évben - kbt. mellőzése,583116,intraoperatív monitor beszerzése - adás-vételi szerződés
1751,D.582/2009.,budaörs városi uszoda és sportcsarnok befejezési munkálatai 5 részben történő megvalósítása,442062,budaörs városi uszoda és sportcsarnok befejezési munkálatai öt részben történő megvalósítása vállalkozói szerződés keretében
1752,D.582/2010.,"49 db játszóeszköz leszállítása, rendeltetési helyükön (4 játszótér) telepítése, üzembe helyezése vállalkozási szerződés",38528,projekt előkészítése és nyertes projektek esetében projekmenedzsment tanácsadói szolgáltatások beszerzése
1753,D.582/2012.,"""csillagpont kórház létrehozása a b.a.z. megyei kórház és egyetemi oktató kórházban""című projekthez kapcsolódóan elektromos vezeték építése,  és gőzellátási munkákra vonatkozó kiviteli tervek elkészítése  ",465122,tájékoztató az eljárás eredményéről - csillagpont kórház 1 bar-os gázvezeték
1754,D.582/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok beszerzése, karbantartás, javítási szolgáltatás, kisértékű gépek, berendezések, szakanyagok, vegyszerek beszerzése (biomedica hungaria kft.) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1755,D.583/2009.,borsod-abaúj-zemplén megyei büntetés-végrehajtási intézet konyhájára élelmiszer adásvételére irányuló szállítási szerződés,447352,baz megyei bv. intézet részére élelmiszer beszerzése
1756,D.583/2010.,"budapest xviii. kerület fenntartásában működő óvodák, általános,- és középiskolák, valamint szociális intézmények közétkeztetési feladatainak ellátása",10105,"budapest, xviii. kerület fenntartásában működő óvodák, általános,- és középiskolák, valamint szociális intézmények közétkeztetési feladatainak ellátása"
1757,D.583/2014.,"bérleti díjak, egészségügyi szakmai anyagok, egyéb szakmai anyagok beszerzése, nagyértékű gépek, berendezések és felszerelések beszerzése (biomedica hungária kft. labordiag.) 2012. évben - kbt. mellőzése",602955,fénymásolók kihelyezése és teljes körű üzemeltetése - szolgáltatási szerződés
1759,D.584/2010.,"zirc, arborétum rekonstrukciója",41583,ingatlan vásárlása a tapolcai-tavasbarlang bővítése érdekébe
1760,D.584/2014.,"kísérleti állat, takarmány beszerzése (bioplan kft.) 2012. évben - kbt. mellőzése",583116,intraoperatív monitor beszerzése - adás-vételi szerződés
1761,D.585/2009.,"ajánlatkérő tulajdonában lévő 8600 siófok, tanácsház út 5. szám alatti épület átépítéséhez kapcsolódóan pótmunkák elvégzése",452201,"gázhálózat létesítés 2009 - keretmegállapodás, ajánlati szakasz"
1762,D.585/2011.,készségfejlesztő képzések oktatási anyagainak célcsoportra alkalmazása és a tréningek lebonyolítása,6867,"tájékoztató az eljárás eredményéről -  „európai jelentőségű élőhelyek rekonstrukciója és védett fajok megőrzése a turjánvidéken, a hajta mentén, a turai legelőn és a budai sas-hegyen”"
1763,D.585/2012.,"központi ellátású élelmiszer alapanyagok (liszt, só, cukor, konzervek, étolaj, száraztészták, befőttek, stb.) beszerzése",429366,beültethető szemlencse beszerzése
1764,D.585/2014.,éves ikir üzemeltetési díj (bt limited magyarországi fióktelepe) 2012. évben - kbt. mellőzése,602955,fénymásolók kihelyezése és teljes körű üzemeltetése - szolgáltatási szerződés
1765,D.586/2009.,rendelőintézet átépítése kiviteli terveinek elkészítése,446682,"dr. halász géza szakorvosi rendelőintézet (dabas) bővítési, felújítási kiviteli terveinek elkészítése"
1766,D.586/2009. ,a bácsalmási rendelőintézet átépítése kiviteli terveinek elkészítése,446682,"dr. halász géza szakorvosi rendelőintézet (dabas) bővítési, felújítási kiviteli terveinek elkészítése"
1767,D.586/2010.,kmop-5.2.1/b-2f-2009-0003 projekthez szolgáltatás,40674,"""veszprém, kolostorok és kertek a veszprémi vár tövében” tárgyú kdop-2.1.1/a-2008-0005 azonosító számú projekt keretében a komplex kommunikációs és a nyilvánosság biztosítása tevékenységek megvalósítása"
1768,D.586/2012.,"a magyarországi földfelszíni televíziós műsorszórás digitális átállásához kapcsolódó kreatív tervezési és kivitelezési, médiatervezési és médiaváráslársi, valamint pf és call center üzemeltetési feladatok vállalkozási keretszerződés keretében",466258,a whitereport.hu internetes oldalról elérhető whitereport mediabrowser adatbázishoz online hozzáférést biztosító szolgáltatás beszerzése (tájékoztató az eljárás eredményéről)
1769,D.586/2014.,"egészségügyi szakmai anyagok, egyéb szakmai anyagok, irodaszer, sokszorosítási anyagok, kisértékű gépek, berendezések, műszaki karbantartási anyagok, szakanyagok, vegyszerek beszerzése (c.p.p budapest) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1770,D.587/2009.,"kisújszállás város dk és dny-i belvíz öblözetének rekonstrukciója (éaop-2007-5.1.2./d) és tervezési, kivitelezési munkák",443450,"kisújszállás város közterületein lévő utak, járdák felújítása és építése tárgyú eljárás eredménye"
1771,D.587/2010.,"a bmg egyetem vbk alkalmazott  biotechnológiai és élelmiszertudományi tanszék költözéséhez kapcsolódó felújítási, átalakítási munkák elvégzésére a ch műemléképületben (1., ii. és iii. ütem)",30490,"bme építőmérnöki kar, geotechnikai tanszék, geotechnikai labor költözéséhez kapcsolódó felújítási és átalakítási munkák"
1772,D.587/2011.,informatikai eszközök beszerzése kunszentmárton város önkormányzata oktatási nevelési intézményei számára,11498,informatikai eszközök beszerzése kunszentmárton város önkormányzata oktatási nevelési intézményei számára a tiop-1.1.1-07/1- 2008-0466 azonosító számú pályázat keretében
1773,D.587/2012.,"vállalkozási szerződés gönc város szennyvízcsatornázásának kiépítésére fidic piros könyves, szennyvíztisztításának tervezésére és kiépítésére fidic sárga könyves szerződéses feltételekkel",465771,"az émop 4.3.1/b-90-2010-0036 azonosító számú, a „károlyi gáspár általános iskola és óvoda infrastrukturális felújítása” című projekt megvalósításához kapcsolódó építési-kivitelezés munkák vállalkozási szerződés keretében"
1774,D.587/2014.,"bérleti díjak, egyéb szolgáltatások, egyéb üzemeltetési, fenntartási szolgáltatások, informatikai eszközök, irodaszer, sokszorosítási anyagok, számítástechnikai és ügyviteli eszközök beszerzése (colorspectrum kft. ) 2012. évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1775,D.588/2010.,"49 db játszóeszköz leszállítása, rendeltetési helyükön (4 játszótér) telepítése, üzembe helyezése vállalkozási szerződés keretében",38528,projekt előkészítése és nyertes projektek esetében projekmenedzsment tanácsadói szolgáltatások beszerzése
1776,D.588/2012.,"vállalkozási szerződés a környezeti kármentesítés a máv zrt 4 telephelyén: salgótarján, bp. keresztúri út, nagyszénás-pálmatéri rakodó  záhony (kézi átrakó, kokszcsúszda, széncsúszda, tuzsér magas rakodó)- 3. rész",461421,az mv zrt. által működtetett pénzügyi eszközök - visszatérítendő támogatásokhoz kapcsolódó - 2012. évi kommunikációs és marketing feladatok ellátása tárgyú közbeszerzési eljárás eredménye
1777,D.588/2014.,"egyéb szolgáltatások, reklám és propagandakiadások, szakkönyv, folyóirat beszerzése (complex kiadó kft.) 2012. évben - kbt. mellőzése",583116,intraoperatív monitor beszerzése - adás-vételi szerződés
1778,D.589/2010.,domaszéki állatház és móra ferenc kollégium villamossági javítási munkái,32399,szte ságvári endre gyakorló általános iskolájának felújítási munkái
1779,D.589/2011.,"ajánlatkérő fenntartásában lévő óvodák, általános iskolák és gimnázium szorgalmi időszakban-, valamint az iskolai szorgalm iidőn kívül a nyári napközis tábor közétkeztetési feladatainak ellátása és ételhulladék elszállítása",1134,„budapest xiv. kerületében közfoglalkoztatással (rövid és hosszabb idejű) kapcsolatos szervezési feladatok ellátása megbízási szerződés keretében”
1780,D.589/2012.,a maros folyó árvízvédelmi fejlesztése a román-magyar közös érdekeltségű területeken projekt keretében üzemi út építése és gátőrtelepek infrastrukturális fejlesztése,465728,egyösszegű fix átalányáras vállalkozási szerződés a csongrádi partfal rekonstrukciója és a mederrézsű állékonyságának növelése projekt kiviteli tervek elkészítésére és fidic piros könyv szerinti generálkivitelezői feladatainak elvégzésére.
1781,D.589/2014.,vagyoni értékű jogok (consense informatikai) 2012. évben - kbt. mellőzése,583116,intraoperatív monitor beszerzése - adás-vételi szerződés
1782,D.59/2011.,vállalkozási szerződés budapest központi szennyvíztisztító telep és kapcsolódó létesítményei - col 4 - csepeli főművi rendszer és kapcsolódó öblözetei 2. rész ,28002,"a budapesti központi szennyvíztisztító telepen a szerződés időtartama alatt keletkező szennyvíziszap átvétele, elszállítása és ártalmatlanítása/hasznosítása"
1783,D.59/2012.,"fonyód, városközpont funkcióbővítő integrált fejlesztése tárgyú beruházás teljes körű kivitelezése",10878,lehetőségeink fő tere – abony város integrált településközpont fejlesztése - tájékoztató az eljárás eredményéről
1784,D.59/2014.,"(eli-alps) kutatási nagyberendezésnek helyet adó kutatóközpont, valamint a beruházással érintett telkeken belüli és kívüli közműhálózat és belső úthálózat építési - kivitelezési és szerelési munkáinak elvégzése",587107,megbízási szerződés az extreme light infrastructure attosecond light pulse source (eli-alps) kutatási nagyberendezésnek helyet adó és az új széchenyi terv keretében megvalósuló kutatóközpont és egyéb építmények építési - kivitelezési munkáinak a 191/2009. (ix. 15.) korm. rendelet szerinti építési műszaki ellenőri és egyéb műszaki tanácsadási feladatok ellátására.
1785,D.590/2010.,felsőoktatási tevékenységek színvonalának emeléséhez szükséges infrastrukturális és informatikai fejlesztések science building épületegyüttes beruházás,33515,"pte science building létrehozása, egyetemi informatikai infrasturktúra-fejlesztés"" - analitikai műszerek (c-ms, n ano uplc, géldokumentációs rendszer, real-time pcr) beszerzése"
1786,D.590/2011.,hulladékkezelési szolgáltatás a somogy megyei önkormányzat fenntartásában működő intézmények számára határozatlan idejű vállalkozási szerződéssel,5061,szállítási szerződés keretében somogy megyei önkormányzat intézményei számára műtrágya beszerzése 2011. (ké-tájék)
1787,D.590/2014.,egészségügyi szakmai anyagok beszerzése (cook medical hungary kft.) 2012. évben - kbt. mellőzése,583116,intraoperatív monitor beszerzése - adás-vételi szerződés
1788,D.591/2009.,magyar posta zrt. siklós 1. posta rekonstrukciós munkáinak elvégzése ,450069,monor 1. számú posta építési munkáinak elvégzése
1789,D.591/2010.,vállalkozási szerződés kazincbarcika város felsőbarcika városrészének belterületi vízrendezése,32658,kazincbarcika város felsőbarcika nevű városrészének belterületi vízrendezése émop-2009-3.2.1/c program keretében kiviteli terv elkészítése tárgyú tájékoztatója.
1790,D.591/2011.,"klauzál utcai óvoda felújítása, bővítése",1802,"szentes, klauzál utcai óvoda felújítása-tájékoztató az eredményről"
1791,D.591/2012.,"vállalkozási szerződés a pte számára adatelemző szoftver kifejlesztésére, testre szabására, bevezetésére és oktatására",464433,tájékoztató az eljárás eredményéről: szünetmentes berendezések és aggregátor beszerzése
1792,D.591/2014.,"gázenergia-szolgáltatás díja, karbantartási, kisjavítási szolgáltatás, távhő- és melegvíz szolgáltatás díja (dalkia energia zrt.) 2012. évben - kbt. mellőzése",577385,távhőszolgáltatás ellátása szolgáltatási keretszerződés keretében.
1793,D.592/2009,"a gyorsforgalmi úthálózat 31+40 %% mérési keresztmetszetében fixen telepített, automatikusan működő sebességmérő-rendszer kialakítása és üzemeltetése",438827,"magyar közút kht. által kezelt utak 500+40 % keresztmetszetében fixen telepített, automatikusan működő sebességmérő-rendszer kialakítása és üzemeltetése"
1794,D.592/2010.,"települési szilárdhulladék-gazdálkodási rendszer fejlesztéséhez szükséges engedélyezési és kiviteli szintű tendertervek, valamint rmt készítése",16271,"a sajó-bódva völgyi regionális szilárdhulladék kezelési program keretében 1 db környezetszennyező hulladéklerakó felszámolása, és a hulladék elszállítása."
1795,D.592/2014.,"egyéb szolgáltatások, egyéb üzemeltetési, fenntartási szolgáltatások, tanácsadói, szakértői szolgáltatások (danubia szabadalmi és védjegy iroda) 2012. évben - kbt. mellőzése",602955,fénymásolók kihelyezése és teljes körű üzemeltetése - szolgáltatási szerződés
1796,D.593/2014.,"dekoráció, kiáll.tárgy, egyéb reprezentációs szolgáltatás, egyéb szolgáltatások, egyéb üzemeletési, fenntartási szolg. stb. (danubius zrt.) 2012. évben - kbt. mellőzése",577385,távhőszolgáltatás ellátása szolgáltatási keretszerződés keretében.
1797,D.594/2014.,számítógép szoftver adatbázisokhoz kapcsolódó informatikai szolgáltatás (dexter informatikai kft.) 2012. évben - kbt. mellőzése,578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1798,D.594/9/2011.,"vállalkozási szerződés, budapest főváros xiv. ker. zugló önkormányzata fenntartásában működő intézményekben (óvodák, általános és középiskolák, felnőtt szociális intézmények) közétkeztetés biztosítása",11449,budapest főváros xiv. kerület zugló önkormányzata fenntartásában működő intézményekben közétkeztetés biztosítása
1799,D.595/2014.,"egészségügyi szakmai anyagok beszerzése, egyéb szakmai anyagok beszerzése, irodaszer, sokszorosítási anyagok beszerzése, szakanyag vegyszerek beszerzése (diagnosticum kft.) 2012 évben - kbt. mellőzése",578970,szállítási szerződés a 400 ágyas klinika felújításához szükséges információs rendszerek és átadó szekrények szállítására és üzembehelyezésére
1800,D.596/2009.,üzemanyag beszerzés,451559,jogvédelmi biztosítási fedezet beszerzése.
1801,D.596/2011.,bme bogdánffy utcai sporttelepen létesülő 2 db egybenyitható új műfüves labdarúgópálya kialakítása,10952,bme bogdánffy utcai sporttelep öltöző- vizesblott korszerűsítési munkái
